subcategory_id,category_id,en,bg,hr,cs,da,nl,et,fi,fr,de,el,hu,ga,it,lv,lt,mt,pl,pt,ro,sk,sl,es,sv,tr,ru,uk,nb,no,icon,sort_order_subcategory,__match_score
SUB_000730,CAT_00311,Mobile Tattoo/Face-Paint Booths,Мобилни кабини за татуировки/боядисване на лица,Mobilne kabine za tetoviranje/bojanje lica,Mobilní tetovací/obličejové kabinky,Mobile tatoverings-/ansigtsmalingskabiner,Mobiele tatoeage-/gezichtsverfcabines,Mobiilsed tätoveerimis-/näovärvimiskabiinid,Mobiilitatuointi-/kasvomaalauskopit,Cabines de tatouage/peinture faciale mobiles,Mobile Tattoo-/Face-Paint-Kabinen,Κινητά Booths Tattoo/Face-Paint,Mobil tetováló/arcfestő fülkék,Botháin Tatú Soghluaiste/Péinteáil Aghaidhe,Cabine mobili per tatuaggi/pittura facciale,Mobilās tetovēšanas/sejas krāsošanas kabīnes,Mobiliosios tatuiruočių/veido dažymo kabinos,Kabini tat-tatwaġġ/Żebgħa tal-wiċċ mobbli,Mobilne stoiska do tatuażu/malowania twarzy,Cabines móveis de tatuagem/pintura facial,Cabine mobile pentru tatuaje/vopsirea feței,Mobilné kabínky na tetovanie a maľovanie na tvár,Mobilne kabine za tetoviranje/barvanje obraza,Cabinas móviles de tatuajes y pintura facial,Mobila tatuerings-/ansiktsmålningsbås,Mobil Dövme/Yüz Boyama Kabinleri,Мобильные кабины для татуировок/аквагрима,Мобільні кабінки для татуювань/фарбування обличчя,Mobile tatoverings-/ansiktsmalingskabiner,Mobile tatoverings-/ansiktsmalingskabiner,,,0.5
SUB_000731,CAT_00580,Photo Booth Rental,Наем на фото кабина,Najam kabine za fotografije,Pronájem fotobudky,Udlejning af fotoboks,Fotohokje huren,Fotokabiini rentimine,Photo Booth vuokraus,Location de photomaton,Fotoautomaten-Verleih,Ενοικίαση φωτογραφικού θαλάμου,Photo Booth bérlés,Cíos Photo Booth,Noleggio cabine fotografiche,Foto kabīnes noma,Nuotraukų kabinos nuoma,Kiri ta' Kabina tar-Ritratti,Wynajem fotobudki,Aluguel de cabine fotográfica,Închiriere cabină foto,Prenájom fotobúdky,Najem fotografske kabine,Alquiler de fotomatón,Uthyrning av fotobås,Fotoğraf Kabini Kiralama,Аренда фотобудки,Оренда фотозони,Utleie av fotoboks,Utleie av fotoboks,,,0.5806451612903226
SUB_000732,CAT_00705,Pop-Up Coffee/Beverage Bars,Изскачащи барове за кафе/напитки,Pop-up barovi s kavom/pićima,Vyskakovací bary s kávou/nápojem,Pop-up kaffe-/drikbarer,Pop-up koffie-/drankbars,Pop-Up kohvi-/joogibaarid,Pop-Up-kahvi-/juomabaarit,Bars à café/boissons éphémères,Pop-Up-Kaffee-/Getränkebars,Μπαρ με αναδυόμενα καφέ/ποτά,Pop-up kávé/ital bárok,Barraí Caife/Deochanna aníos,Bar pop-up per caffè/bevande,Uznirstošie kafijas/dzērienu bāri,Iššokantys kavos / gėrimų barai,Pop-Up Kafè/Xorb Bars,Bary kawowe/napojowe typu pop-up,Bares pop-up de café/bebidas,Baruri pop-up de cafea/băuturi,Vyskakovacie bary na kávu/nápoje,Pop-up bari s kavo/pijačami,Bares de café y bebidas emergentes,Pop-up kaffe-/dryckbarer,Açılır Kahve/İçecek Barları,Временные кофейные бары/бары с напитками,Pop-up бари з кавою та напоями,Pop-up kaffe-/drikkebarer,Pop-up kaffe-/drikkebarer,,,0.47619047619047616
SUB_000733,CAT_00183,Holiday Decoration Setup,Настройка на празничната декорация,Postavljanje blagdanske dekoracije,Nastavení sváteční dekorace,Opsætning af feriedekoration,Vakantiedecoratie-opstelling,Pühadekaunistuse seadistamine,Loman koristeluasetukset,Installation de décoration de vacances,Aufbau der Weihnachtsdekoration,Ρύθμιση εορταστικής διακόσμησης,Ünnepi dekoráció beállítása,Socrú Maisiú Saoire,Allestimento di decorazioni natalizie,Svētku dekorācijas iestatīšana,Šventės dekoravimo nustatymas,Setup tad-Dekorazzjoni tal-Vaganzi,Przygotowanie dekoracji świątecznych,Montagem de decoração de feriado,Configurare decor de sărbători,Nastavenie sviatočnej dekorácie,Postavitev praznične dekoracije,Configuración de la decoración navideña,Inställning för semesterdekoration,Tatil Dekorasyonu Kurulumu,Настройка праздничного декора,Налаштування святкового декору,Oppsett av feriedekorasjoner,Oppsett av feriedekorasjoner,,,0.5714285714285714
SUB_000734,CAT_00694,Mobile Toilets,Мобилни тоалетни,Mobilni toaleti,Mobilní toalety,Mobile toiletter,Mobiele toiletten,Mobiilsed tualetid,Siirrettävät wc:t,Toilettes mobiles,Mobile Toiletten,Κινητές τουαλέτες,Mobil WC-k,Leithris Soghluaiste,Servizi igienici mobili,Mobilās tualetes,Mobilūs tualetai,Toilets mobbli,Toalety mobilne,Banheiros Móveis,Toalete mobile,Mobilné toalety,Mobilna stranišča,Baños móviles,Mobila toaletter,Mobil Tuvaletler,Мобильные туалеты,Мобільні туалети,Mobile toaletter,Mobile toaletter,,,0.6896551724137931
SUB_000735,CAT_00312,Outdoor Heaters / Shade Rentals,Външни нагреватели/сенници под наем,Iznajmljivanje vanjskih grijača/sjenila,Pronájem venkovních ohřívačů / stínidel,Udendørs varmeovne / skyggeudlejning,Verhuur van buitenverwarmers / schaduw,Välisoojendite/varjude rentimine,Ulkolämmittimien/varjostimien vuokraus,Location de chauffages extérieurs / d'abris de soleil,Vermietung von Außenheizungen/Schatten,Θερμοσίφωνες εξωτερικού χώρου / Ενοικιάσεις σκιάστρων,Kültéri fűtőtestek / árnyékolók bérlése,Téitheoirí Allamuigh / Cíosanna Scáthaigh,Riscaldatori per esterni / Noleggio tende da sole,Āra sildītāju / ēnu noma,Lauko šildytuvų / pavėsinių nuoma,Ħiters ta' barra / Kiri ta' Shade,Wynajem ogrzewaczy zewnętrznych / osłon przeciwsłonecznych,Aluguel de aquecedores externos / sombras,Încălzire de exterior / Închiriere de umbră,Vonkajšie ohrievače / Požičovňa tienidiel,Izposoja zunanjih grelnikov/senčil,Alquiler de calentadores de exterior y toldos,Utomhusvärmare/skugguthyrning,Açık Hava Isıtıcıları / Gölge Kiralama,Аренда уличных обогревателей и тентов,Оренда зовнішніх обігрівачів/тенів,Utendørs varmeovner / skyggeutleie,Utendørs varmeovner / skyggeutleie,,,0.5357142857142857
SUB_000736,CAT_00412,Picnic Setup,Настройка за пикник,Postavljanje piknika,Nastavení pikniku,Picnic opsætning,Picknickopstelling,Pikniku seadistamine,Piknikin asetukset,Installation de pique-nique,Picknick-Setup,Ρύθμιση πικνίκ,Piknik beállítása,Socrú Picnic,Allestimento per picnic,Piknika iestatīšana,Pikniko sąranka,Setup tal-pikniks,Przygotowanie pikniku,Configuração de piquenique,Configurare pentru picnic,Nastavenie pikniku,Nastavitev piknika,Preparación para picnic,Picknick-inställning,Piknik Kurulumu,Оборудование для пикника,Налаштування пікніка,Oppsett av piknik,Oppsett av piknik,,,0.6153846153846154
SUB_000737,CAT_00431,Decor Services,Декоративни услуги,Dekoracijske usluge,Dekorační služby,Indretningstjenester,Decoratiediensten,Dekoorteenused,Sisustuspalvelut,Services de décoration,Dekorationsservice,Υπηρεσίες διακόσμησης,Dekorációs szolgáltatások,Seirbhísí Maisiúcháin,Servizi di decorazione,Dekorēšanas pakalpojumi,Dekoro paslaugos,Servizzi tad-Dekorazzjoni,Usługi dekoracyjne,Serviços de decoração,Servicii de decor,Dekoračné služby,Dekoracijske storitve,Servicios de decoración,Inredningstjänster,Dekor Hizmetleri,Услуги декора,Послуги декору,Innredningstjenester,Innredningstjenester,,,0.9230769230769231
SUB_000738,CAT_00220,Table Setup,Настройка на масата,Postavljanje stola,Nastavení stolu,Bordopsætning,Tafelopstelling,Tabeli seadistamine,Taulukon asetukset,Configuration de la table,Tischaufbau,Ρύθμιση πίνακα,Táblázat beállítása,Socrú Tábla,Impostazione del tavolo,Tabulas iestatīšana,Stalo sąranka,Setup tal-mejda,Ustawienie stołu,Configuração da mesa,Configurarea mesei,Nastavenie stola,Nastavitev tabele,Configuración de la mesa,Tabellinställning,Masa Düzeni,Сервировка стола,Налаштування столу,Tabelloppsett,Tabelloppsett,,,0.6956521739130435
SUB_000739,CAT_00580,Tent Rental,Палатки под наем,Iznajmljivanje šatora,Pronájem stanů,Udlejning af telt,Tentverhuur,Telkide rent,Teltan vuokraus,Location de tentes,Zeltverleih,Ενοικίαση Σκηνών,Sátor bérlés,Cíosa Phuball,Noleggio tende,Telšu noma,Palapinės nuoma,Kiri ta' Tinda,Wynajem namiotów,Aluguel de tendas,Închiriere cort,Prenájom stanov,Najem šotorov,Alquiler de carpas,Tältuthyrning,Çadır Kiralama,Аренда палаток,Оренда наметів,Utleie av telt,Utleie av telt,,,0.6666666666666666
SUB_000740,CAT_00281,Drone Footage,Кадри с дрон,Snimak dronom,Záběry z dronu,Drone optagelser,Dronebeelden,Droonikaadrid,Drone-materiaalia,Images de drones,Drohnenaufnahmen,Πλάνα από drone,Drónfelvételek,Píosaí scannáin Drone,Riprese con drone,Filmēts ar dronu,Drono filmuota medžiaga,Filmati tad-drone,Ujęcia z drona,Imagens de drones,Imagini cu drone,Zábery z dronu,Posnetek z dronom,Imágenes de drones,Drönarfilm,İHA Görüntüleri,Кадры с дрона,Відео з дронів,Droneopptak,Droneopptak,,,0.5185185185185185
SUB_000741,CAT_00324,Event Photography,Събитийна фотография,Fotografiranje događaja,Fotografování událostí,Event fotografering,Evenementenfotografie,Ürituste fotograafia,Tapahtumavalokuvaus,Photographie d'événements,Eventfotografie,Φωτογράφιση Εκδηλώσεων,Eseményfotózás,Grianghrafadóireacht Imeachtaí,Fotografia di eventi,Pasākuma fotografēšana,Renginio fotografija,Fotografija ta' Avvenimenti,Fotografia eventowa,Fotografia de eventos,Fotografie de eveniment,Fotografovanie udalostí,Fotografiranje dogodkov,Fotografía de eventos,Eventfotografering,Etkinlik Fotoğrafçılığı,Фотосъемка событий,Фотозйомка подій,Event fotografering,Event fotografering,,,0.6666666666666666
SUB_000742,CAT_00543,Portrait Sessions,Портретни сесии,Portret Sesije,Portrétní sezení,Portrætsessioner,Portretsessies,Portree-seansid,Muotokuva-istunnot,Séances de portraits,Porträtsitzungen,Συνεδρίες Πορτραίτου,Portré ülések,Seisiúin Portráidíochta,Sessioni di ritratto,Portretu sesijas,Portretų seansai,Sessjonijiet tar-Ritratti,Sesje portretowe,Sessões de Retrato,Sesiuni de portrete,Portrétne relácie,Portretne seje,Sesiones de retratos,Porträttsessioner,Portre Çekimleri,Портретные сессии,Портретні сесії,Portrettøkter,Portrettøkter,,,0.5294117647058824
SUB_000743,CAT_00643,Event Highlight Reels,Ролки с акценти на събития,Roluti s istaknutim događajima,Navijáky se zvýrazněním událostí,Event Highlight Reels,Hoogtepunten van evenementen,Sündmuste esiletõstmise rullid,Tapahtuman kohokohtakelat,Bobines de temps forts de l'événement,Event-Highlight-Videos,Καρούλια επισήμανσης συμβάντων,Eseménykiemelő tekercsek,Ríl Aibhsithe Imeachta,Momenti salienti dell'evento,Notikumu izcēluma ruļļi,Įvykio paryškinimo ritės,Avveniment Highlight Rukkelli,Najważniejsze momenty wydarzeń,Destaques do evento,Tambururi de evidențiere a evenimentelor,Zvýrazňovacie kotúče udalostí,Koluti z vrhunci dogodkov,Videos destacados del evento,Event Highlight Reels,Etkinlik Özeti Makaraları,Видеоролики с лучшими моментами событий,Котушки з основними подіями,Event Highlight Reels,Event Highlight Reels,,,0.5454545454545454
SUB_000744,CAT_00276,Multi-camera Recording,Запис с няколко камери,Snimanje s više kamera,Nahrávání z více kamer,Multi-kamera optagelse,Opname met meerdere camera's,Mitme kaameraga salvestamine,Usean kameran tallennus,Enregistrement multi-caméras,Multikamera-Aufnahme,Εγγραφή με πολλές κάμερες,Többkamerás felvétel,Taifeadadh Il-ceamara,Registrazione multi-camera,Vairāku kameru ierakstīšana,Kelių kamerų įrašymas,Reġistrazzjoni b'ħafna kameras,Nagrywanie wielokamerowe,Gravação multicâmera,Înregistrare cu mai multe camere,Nahrávanie z viacerých kamier,Snemanje z več kamerami,Grabación multicámara,Inspelning med flera kamera,Çoklu Kamera Kaydı,Многокамерная запись,Запис на кілька камер,Multikamera-opptak,Multikamera-opptak,,,0.5405405405405406
SUB_000745,CAT_00206,On-site Editing,Редактиране на място,Uređivanje na licu mjesta,Editace na místě,Redigering på stedet,Bewerking op locatie,Kohapealne toimetamine,Editointi paikan päällä,Montage sur site,Vor-Ort-Bearbeitung,Επιτόπια επεξεργασία,Helyszíni szerkesztés,Eagarthóireacht ar an Suíomh,Editing in loco,Rediģēšana uz vietas,Redagavimas vietoje,Editjar fuq il-post,Edycja na miejscu,Edição no local,Editare la fața locului,Úprava na mieste,Urejanje na kraju samem,Edición en el sitio,Redigering på plats,Yerinde Düzenleme,Редактирование на месте,Редагування на місці,Redigering på stedet,Redigering på stedet,,,0.6666666666666666
SUB_000746,CAT_00104,COVID-Compliant Cleaning,Почистване в съответствие с изискванията на COVID,Čišćenje u skladu s COVID-om,Čištění v souladu s COVID,COVID-kompatibel rengøring,COVID-conforme schoonmaak,COVID-ühilduv puhastus,COVID-yhteensopiva puhdistus,Nettoyage conforme à la COVID,COVID-konforme Reinigung,Καθαρισμός συμβατός με τον COVID,COVID-kompatibilis tisztítás,Glanadh Comhlíontach COVID,Pulizia conforme alle norme COVID,COVID prasībām atbilstoša tīrīšana,COVID reikalavimus atitinkantis valymas,Tindif konformi mal-COVID,Sprzątanie zgodne z COVID,Limpeza em conformidade com a COVID,Curățare conformă cu COVID,Čistenie v súlade s COVID,"Čiščenje, skladno z virusom COVID",Limpieza que cumple con la normativa COVID,Covid-kompatibel rengöring,COVID Uyumlu Temizlik,Уборка в соответствии с COVID-19,Прибирання відповідно до вимог COVID,COVID-kompatibel rengjøring,COVID-kompatibel rengjøring,,,0.6521739130434783
SUB_000747,CAT_00391,Hand Sanitizer Stations,Станции за дезинфекция на ръце,Stanice za dezinfekciju ruku,Dezinfekční stanice na ruce,Håndspritstationer,Handdesinfectiemiddelstations,Käte desinfitseerimisjaamad,Käsien desinfiointiasemat,Stations de désinfection des mains,Handdesinfektionsstationen,Σταθμοί απολύμανσης χεριών,Kézfertőtlenítő állomások,Stáisiúin Sanitizer Láimhe,Stazioni per disinfettanti per le mani,Roku dezinfekcijas stacijas,Rankų dezinfekavimo stotys,Stazzjonijiet Sanitizer tal-Idejn,Stacje dezynfekcji rąk,Estações de higienização para as mãos,Stații de dezinfectare a mâinilor,Stanice na dezinfekciu rúk,Postaje za razkuževanje rok,Estaciones de desinfectante de manos,Handdesinfektionsstationer,El Dezenfektan İstasyonları,Станции дезинфекции рук,Станції дезінфекції рук,Hånddesinfeksjonsstasjoner,Hånddesinfeksjonsstasjoner,,,0.6190476190476191
SUB_000748,CAT_00313,Waste Bin Setup & Removal,Настройка и премахване на кошчето за отпадъци,Postavljanje i uklanjanje kante za otpad,Nastavení a odstranění odpadkového koše,Opsætning og fjernelse af affaldsbeholder,Opzetten en verwijderen van afvalbakken,Prügikasti seadistamine ja eemaldamine,Roskakorin asennus ja poisto,Installation et retrait des poubelles,Aufstellen und Entfernen des Abfallbehälters,Ρύθμιση και αφαίρεση κάδου απορριμμάτων,Hulladékgyűjtő beállítása és eltávolítása,Socrú & Baint Araid Dramhaíola,Installazione e rimozione del bidone dei rifiuti,Atkritumu tvertnes iestatīšana un izņemšana,Šiukšlių dėžės nustatymas ir pašalinimas,Setup u Tneħħija tal-Bin tal-Iskart,Montaż i demontaż pojemników na odpady,Instalação e remoção de lixeiras,Configurarea și îndepărtarea coșului de gunoi,Nastavenie a odstránenie odpadkového koša,Postavitev in odstranitev koša za smeti,Instalación y retirada de contenedores de basura,Installation och borttagning av avfallskärl,Atık Kutusu Kurulumu ve Kaldırılması,Установка и вывоз мусорного контейнера,Встановлення та видалення сміттєвого бака,Oppsett og fjerning av avfallsbeholder,Oppsett og fjerning av avfallsbeholder,,,0.6521739130434783
