category_id,en,bg,hr,cs,da,nl,et,fi,fr,de,el,hu,ga,it,lv,lt,mt,pl,pt,ro,sk,sl,es,sv,tr,ru,uk,nb,no,icon,section_id,sort_order_category
CAT_00024,Startup Compliance,Съответствие при стартиране,Usklađenost pri pokretanju,Soulad při spuštění,Overholdelse af opstart,Opstartnaleving,Käivitamise vastavus,Käynnistyksen yhteensopivuus,Conformité des startups,Startup-Compliance,Συμμόρφωση εκκίνησης,Indítási megfelelőség,Comhlíonadh Tosaithe,Conformità delle startup,Startēšanas atbilstība,Paleidimo atitiktis,Konformità tal-Istartjar,Zgodność startupów,Conformidade de inicialização,Conformitate la pornire,Súlad pri spustení,Skladnost ob zagonu,Cumplimiento de las empresas emergentes,Uppstartsefterlevnad,Başlangıç Uyumluluğu,Соответствие требованиям запуска,Відповідність запуску,Overholdelse av oppstart,Overholdelse av oppstart,wrench.svg,SEC_0010,60
CAT_00032,Animation Services,Анимационни услуги,Usluge animacije,Animační služby,Animationstjenester,Animatiediensten,Animatsiooniteenused,Animaatiopalvelut,Services d'animation,Animationsdienste,Υπηρεσίες Animation,Animációs szolgáltatások,Seirbhísí Beochana,Servizi di animazione,Animācijas pakalpojumi,Animacijos paslaugos,Servizzi ta' Animazzjoni,Usługi animacyjne,Serviços de animação,Servicii de animație,Animačné služby,Storitve animacije,Servicios de animación,Animationstjänster,Animasyon Hizmetleri,Анимационные услуги,Анімаційні послуги,Animasjonstjenester,Animasjonstjenester,wrench.svg,SEC_0011,60
CAT_00096,Legal Services,Правни услуги,Pravne usluge,Právní služby,Juridiske tjenester,Juridische diensten,Õigusteenused,Lakipalvelut,Services juridiques,Rechtsdienstleistungen,Νομικές Υπηρεσίες,Jogi szolgáltatások,Seirbhísí Dlí,Servizi legali,Juridiskie pakalpojumi,Teisinės paslaugos,Servizzi Legali,Usługi prawne,Serviços Jurídicos,Servicii juridice,Právne služby,Pravne storitve,Servicios legales,Juridiska tjänster,Hukuk Hizmetleri,Юридические услуги,Юридичні послуги,Juridiske tjenester,Juridiske tjenester,wrench.svg,SEC_0015,60
CAT_00103,Facility Maintenance,Поддръжка на съоръжения,Održavanje objekata,Údržba zařízení,Anlægs vedligeholdelse,Facilitair onderhoud,Rajatise hooldus,Kiinteistön huolto,Entretien des installations,Gebäudewartung,Συντήρηση Εγκαταστάσεων,Létesítmény karbantartás,Cothabháil Saoráide,Manutenzione delle strutture,Objekta uzturēšana,Įrenginio priežiūra,Manutenzjoni tal-Faċilità,Konserwacja obiektów,Manutenção de instalações,Întreținerea instalației,Údržba zariadenia,Vzdrževanje objektov,Mantenimiento de instalaciones,Anläggningsunderhåll,Tesis Bakımı,Техническое обслуживание объектов,Технічне обслуговування об'єктів,Vedlikehold av anlegg,Vedlikehold av anlegg,wrench.svg,SEC_0016,60
CAT_00123,Commercial Building,Търговска сграда,Poslovna zgrada,Komerční budova,Erhvervsbygning,Commercieel gebouw,Ärihoone,Liikerakennus,Bâtiment commercial,Geschäftshaus,Εμπορικό Κτίριο,Kereskedelmi épület,Foirgneamh Tráchtála,Edificio commerciale,Tirdzniecības ēka,Komercinis pastatas,Bini Kummerċjali,Budynek komercyjny,Edifício comercial,Cladire Comerciala,Komerčná budova,Poslovna stavba,Edificio comercial,Kommersiell byggnad,Ticari Bina,Коммерческое здание,Комерційна будівля,Næringsbygg,Næringsbygg,wrench.svg,SEC_0022,60
CAT_00178,Ceramics & Pottery,Керамика и керамика,Keramika i keramika,Keramika a keramika,Keramik og keramik,Keramiek & Aardewerk,Keraamika ja keraamika,Keramiikka & Keramiikka,Céramique et poterie,Keramik & Töpferei,Κεραμική & Κεραμική,Kerámia és Fazekasság,Criadóireacht & Potaireacht,Ceramica e terracotta,Keramika un keramika,Keramika ir keramika,Ċeramika u Fuħħar,Ceramika i garncarstwo,Cerâmica e Olaria,Ceramica și ceramică,Keramika a keramika,Keramika in lončarstvo,Cerámica y alfarería,Keramik och keramik,Seramik ve Çömlekçilik,Керамика и гончарные изделия,Кераміка та кераміка,Keramikk og keramikk,Keramikk og keramikk,wrench.svg,SEC_0026,60
CAT_00210,Graphic Design,Графичен дизайн,Grafički dizajn,Grafický design,Grafisk design,Grafisch ontwerp,Graafiline disain,Graafinen suunnittelu,Conception graphique,Grafikdesign,Γραφιστική,Grafikai tervezés,Dearadh Grafach,Graphic design,Grafiskais dizains,Grafinis dizainas,Disinn Grafiku,Projektowanie graficzne,Design Gráfico,Design grafic,Grafický dizajn,Grafično oblikovanje,Diseño gráfico,Grafisk design,Grafik Tasarım,Графический дизайн,Графічний дизайн,Grafisk design,Grafisk design,wrench.svg,SEC_0034,60
CAT_00252,Language Lessons,Езикови уроци,Jezične lekcije,Jazykové lekce,Sprogundervisning,Taallessen,Keeletunnid,Kielitunnit,Cours de langues,Sprachunterricht,Μαθήματα Γλώσσας,Nyelvleckék,Ceachtanna Teanga,Lezioni di lingua,Valodu nodarbības,Kalbos pamokos,Lezzjonijiet tal-Lingwa,Lekcje języka,Aulas de idiomas,Lecții de limbă,Jazykové lekcie,Jezikovne lekcije,Lecciones de idiomas,Språklektioner,Dil Dersleri,Уроки языка,Уроки мови,Språkleksjoner,Språkleksjoner,wrench.svg,SEC_0043,60
CAT_00282,Energy Efficiency,Енергийна ефективност,Energetska učinkovitost,Energetická účinnost,Energieffektivitet,Energie-efficiëntie,Energiatõhusus,Energiatehokkuus,Efficacité énergétique,Energieeffizienz,Ενεργειακή Απόδοση,Energiahatékonyság,Éifeachtúlacht Fuinnimh,Efficienza energetica,Energoefektivitāte,Energijos efektyvumas,Effiċjenza tal-Enerġija,Efektywność energetyczna,Eficiência Energética,Eficiență energetică,Energetická efektívnosť,Energijska učinkovitost,Eficiencia energética,Energieffektivitet,Enerji Verimliliği,Энергоэффективность,Енергоефективність,Energieffektivitet,Energieffektivitet,wrench.svg,SEC_0051,60
CAT_00298,Custom Builds,Персонализирани компилации,Izrade po narudžbi,Vlastní sestavení,Tilpassede byggerier,Aangepaste builds,Kohandatud konstruktsioonid,Mukautetut rakennukset,Constructions personnalisées,Benutzerdefinierte Builds,Προσαρμοσμένες Κατασκευές,Egyedi építmények,Tógann Saincheaptha,Build personalizzate,Pielāgotas konstrukcijas,Individualizuotos konstrukcijos,Bini tad-dwana,Niestandardowe konstrukcje,Construções personalizadas,Build-uri personalizate,Vlastné zostavy,Zgradbe po meri,Construcciones personalizadas,Anpassade byggnader,Özel Yapımlar,Индивидуальные сборки,Спеціальні збірки,Egendefinerte bygg,Egendefinerte bygg,wrench.svg,SEC_0054,60
CAT_00354,MindâBody Wellness,Уелнес на ума и тялото,Wellness uma i tijela,Zdraví mysli a těla,MindâBody Wellness,Geest-lichaam welzijn,MindâBody Wellness,MindâBody Wellness,Bien-être corps-esprit,Geist-Körper-Wellness,Ευεξία του μυαλού του σώματος,MindâBody Wellness,Mindâ Folláine Coirp,Benessere mente-corpo,MindâĶermeņa labsajūta,MindâBody Wellness,Benessri tal-moħħ,Dobre samopoczucie umysłu i ciała,Bem-estar mente-corpo,MinteâBody Wellness,Pohoda mysle a tela,Wellness duha in telesa,Bienestar mente-cuerpo,MindâBody Wellness,Zihin-Beden Sağlığı,Здоровье разума и тела,Оздоровлення розуму і тіла,MindâBody Wellness,MindâBody Wellness,skin.svg,SEC_0065,60
CAT_00382,Rehabilitation,Рехабилитация,Rehabilitacija,Rehabilitace,Rehabilitering,Revalidatie,Taastusravi,Kuntoutus,Réhabilitation,Rehabilitation,Αναμόρφωση,Rehabilitáció,Athshlánú,Riabilitazione,Rehabilitācija,Reabilitacija,Riabilitazzjoni,Rehabilitacja,Reabilitação,Reabilitare,Rehabilitácia,Rehabilitacija,Rehabilitación,Rehabilitering,Rehabilitasyon,Реабилитация,Реабілітація,Rehabilitering,Rehabilitering,wrench.svg,SEC_0072,60
CAT_00396,DIY Rentals,Направи си сам под наем,DIY iznajmljivanje,DIY půjčovny,DIY udlejning,Doe-het-zelf verhuur,DIY laenutused,Tee-se-itse vuokraukset,Location de bricolage,DIY-Verleih,Ενοικιάσεις DIY,DIY kölcsönzés,Cíosanna DIY,Noleggio fai da te,DIY noma,„Pasidaryk pats“ nuoma,Kiri DIY,Wynajem DIY,Aluguéis DIY,Închirieri DIY,DIY požičovne,Izposoja DIY,Alquileres de bricolaje,DIY-uthyrning,Kendin Yap Kiralamaları,Аренда DIY-товаров,Оренда DIY,DIY utleie,DIY utleie,wrench.svg,SEC_0075,60
CAT_00432,Electrical Work,Електрическа работа,Električni radovi,Elektrické práce,Elektrisk arbejde,Elektrisch werk,Elektritööd,Sähkötyöt,Travaux électriques,Elektroarbeiten,Ηλεκτρολογικές Εργασίες,Villamos munka,Obair Leictreach,Lavori elettrici,Elektriskais darbs,Elektros darbai,Xogħol Elettriku,Prace elektryczne,Trabalho elétrico,Lucrări electrice,Elektrické práce,Električna dela,Trabajo eléctrico,Elarbeten,Elektrik İşleri,Электромонтажные работы,Електромонтажні роботи,Elektrisk arbeid,Elektrisk arbeid,bolt.svg,SEC_0076,60
CAT_00476,Landscape Lighting,Пейзажно осветление,Pejzažna rasvjeta,Osvětlení krajiny,Landskabsbelysning,Landschapsverlichting,Maastiku valgustus,Maiseman valaistus,Éclairage paysager,Landschaftsbeleuchtung,Φωτισμός Τοπίου,Táj világítás,Soilsiú Tírdhreacha,Illuminazione del paesaggio,Ainavu apgaismojums,Kraštovaizdžio apšvietimas,Dawl tal-Pajsaġġ,Oświetlenie krajobrazu,Iluminação paisagística,Iluminat peisaj,Osvetlenie krajiny,Krajinska razsvetljava,Iluminación de paisajes,Landskapsbelysning,Peyzaj Aydınlatması,Ландшафтное освещение,Ландшафтне освітлення,Landskapsbelysning,Landskapsbelysning,flower.svg,SEC_0085,60
CAT_00486,Documentation,Документация,Dokumentacija,Dokumentace,Dokumentation,Documentatie,Dokumentatsioon,Dokumentaatio,Documentation,Dokumentation,Απόδειξη με έγγραφα,Dokumentáció,Doiciméadúchán,Documentazione,Dokumentācija,Dokumentacija,Dokumentazzjoni,Dokumentacja,Documentação,Documentare,Dokumentácia,Dokumentacija,Documentación,Dokumentation,Belgeleme,Документация,Документація,Dokumentasjon,Dokumentasjon,wrench.svg,SEC_0086,60
CAT_00498,eCommerce Fulfilment,Изпълнение на електронната търговия,Ispunjenje e-trgovine,Plnění elektronického obchodu,Opfyldelse af e-handel,eCommerce-uitvoering,E-kaubanduse täitmine,Sähköisen kaupankäynnin toteutus,Exécution du commerce électronique,E-Commerce-Fulfillment,Εκπλήρωση ηλεκτρονικού εμπορίου,Az e-kereskedelem teljesítése,Comhlíonadh Ríomhthráchtáil,Evasione degli ordini eCommerce,E-komercijas izpilde,Elektroninės komercijos įvykdymas,Sodisfar tal-kummerċ elettroniku,Realizacja zamówień w handlu elektronicznym,Atendimento de comércio eletrônico,Realizarea comerțului electronic,Plnenie elektronického obchodu,Izpolnitev e-trgovine,Cumplimiento de comercio electrónico,e-handelsuppfyllelse,eTicaret Lojistik,Реализация электронной коммерции,Виконання електронної комерції,e-handelsoppfyllelse,e-handelsoppfyllelse,wrench.svg,SEC_0089,60
CAT_00533,Furniture Removal,Премахване на мебели,Uklanjanje namještaja,Odvoz nábytku,Fjernelse af møbler,Meubelverwijdering,Mööbli äravedu,Huonekalujen poisto,Déménagement de meubles,Möbelentsorgung,Αφαίρεση επίπλων,Bútor elszállítás,Troscán a bhaint,Rimozione mobili,Mēbeļu izvešana,Baldų išvežimas,Tneħħija ta' Għamara,Przeprowadzka mebli,Remoção de Móveis,Demontarea mobilierului,Odstránenie nábytku,Odvoz pohištva,Mudanza de muebles,Borttagning av möbler,Mobilya Taşıma,Вывоз мебели,Вивіз меблів,Fjerning av møbler,Fjerning av møbler,wrench.svg,SEC_0099,60
CAT_00555,Urgent Help Needed,Необходима е спешна помощ,Hitno potrebna pomoć,Nutná naléhavá pomoc,Kræver akut hjælp,Dringende hulp nodig,Vajatakse kiiret abi,Kiireellistä apua tarvitaan,Aide urgente nécessaire,Dringend Hilfe benötigt,Απαιτείται επείγουσα βοήθεια,Sürgős segítségre van szükség,Cabhair Phráinneach de dhíth,Aiuto urgente necessario,Nepieciešama steidzama palīdzība,Reikia skubios pagalbos,Għajnuna Urġenti Meħtieġa,Potrzebna pilna pomoc,Ajuda urgente necessária,Este nevoie de ajutor urgent,Potrebná naliehavá pomoc,Nujna pomoč potrebna,Se necesita ayuda urgente,Brådskande hjälp behövs,Acil Yardıma İhtiyaç Var,Требуется срочная помощь,Потрібна термінова допомога,Hastehjelp nødvendig,Hastehjelp nødvendig,wrench.svg,SEC_0102,60
CAT_00561,Childproofing Services,Услуги за защита от деца,Usluge zaštite djece,Dětské bezpečnostní služby,Børnesikring,Kindveilige diensten,Lastekaitseteenused,Lastensuojelupalvelut,Services de protection des enfants,Kindersicherungsdienste,Υπηρεσίες Παιδοπροστασίας,Gyermekvédelmi szolgáltatások,Seirbhísí um Dhíonadh Leanaí,Servizi di sicurezza per bambini,Bērnu aizsardzības pakalpojumi,Vaikų apsaugos paslaugos,Servizzi għat-Tfal,Usługi zabezpieczające dzieci,Serviços de proteção infantil,Servicii de protecție pentru copii,Služby ochrany detí,Storitve varovanja otrok,Servicios de seguridad para niños,Barnskyddstjänster,Çocuk Güvenliği Hizmetleri,Услуги по обеспечению безопасности детей,Послуги захисту дітей,Barnesikringstjenester,Barnesikringstjenester,wrench.svg,SEC_0103,60
CAT_00596,Fitness & Personal Training,Фитнес и персонално обучение,Fitnes i osobni treninzi,Fitness a osobní trénink,Fitness og personlig træning,Fitness & Persoonlijke Training,Fitness ja personaaltreening,Fitness & Personal Training,Fitness et entraînement personnel,Fitness & Personal Training,Fitness & Personal Training,Fitness és személyi edzés,Aclaíochta & Oiliúint Phearsanta,Fitness e allenamento personale,Fitness un personīgais treniņš,Fitnesas ir asmeninės treniruotės,Fitness & Taħriġ Personali,Fitness i trening personalny,Fitness e Treinamento Pessoal,Fitness și antrenament personal,Fitness a osobný tréning,Fitnes in osebno trenerstvo,Fitness y entrenamiento personal,Fitness & personlig träning,Fitness ve Kişisel Eğitim,Фитнес и персональные тренировки,Фітнес і персональні тренування,Fitness og personlig trening,Fitness og personlig trening,wrench.svg,SEC_0106,60
